input_query,input_type,normalized_area,country_code,agent_name,branch_name,agent_type,website_url,website_domain,canonical_url,phone,email,address_full,postcode,city,latitude,longitude,source_names,source_ids,portal_profile_urls,google_place_id,osm_type,osm_id,match_confidence,validation_status,first_seen_source,evidence_count,notes
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Express Estate Agency,Express Estate Agency,sales,,,,01612093161,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Express-Estate-Agency-101281.html,https://www.rightmove.co.uk/estate-agents/agent/Express-Estate-Agency-101281.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Folklands,"Folklands, Croydon",sales_and_lettings,,,,02039106211,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Folklands/Croydon-161975.html,https://www.rightmove.co.uk/estate-agents/agent/Folklands/Croydon-161975.html,,,,100,unvalidated,rightmove,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Foxtons,Foxtons,unknown,,,,,,2-4 High Street Croydon CR0 1YA,CR0 1YA,Croydon,51.37361,-0.1005125,overpass,node/1804468486,,,node,1804468486,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Foxtons,Foxtons,unknown,,,,,,26 Westow Hill London SE19 1RX,SE19 1RX,London,51.4196797,-0.0818124,overpass,way/189049575,,,way,189049575,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Foxtons,"Foxtons, Croydon",sales_and_lettings,,,,02039073418,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Foxtons/Croydon-130309.html,https://www.rightmove.co.uk/estate-agents/agent/Foxtons/Croydon-130309.html,,,,100,unvalidated,rightmove,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Foxtons Croydon Estate Agents,Foxtons Croydon Estate Agents,sales_and_lettings,https://www.foxtons.co.uk/contact/foxtons_croydon_estate_agents.html,foxtons.co.uk,https://www.foxtons.co.uk/contact/foxtons_croydon_estate_agents.html,02038291390,,"2 High St, Croydon CR0 1YA, UK",CR0 1YA,Croydon,51.373680699999994,-0.10043619999999999,google|otm,ChIJOaqaSTEHdkgRj7fQg6nljVs|https://www.onthemarket.com/agents/branch/foxtons-croydon/,https://www.onthemarket.com/agents/branch/foxtons-croydon/,ChIJOaqaSTEHdkgRj7fQg6nljVs,,,100,validated,google,2,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:finance|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Fresh,"Fresh, 27 College Road",lettings,,,,02039107753,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Fresh/27-College-Road-266684.html,https://www.rightmove.co.uk/estate-agents/agent/Fresh/27-College-Road-266684.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Frost Estate Agent,Frost Estate Agent,unknown,https://www.frostproperty.co.uk/,frostproperty.co.uk,https://www.frostproperty.co.uk/,+442086608228,,1 Purley Road Purley CR8 2HA,CR8 2HA,Purley,51.3383728,-0.1166826,overpass,node/3568711002,,,node,3568711002,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Gateway Property Hub,Gateway Property Hub - Croydon,lettings,,,,02081284611,,"226 High Street, Croydon, CR9 1DF",CR9 1DF,Croydon,,,otm,https://www.onthemarket.com/agents/branch/gateway-property-hub-croydon/,https://www.onthemarket.com/agents/branch/gateway-property-hub-croydon/,,,,100,partial,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Good Move,Good Move,sales,,,,01138921167,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Good-Move-244448.html,https://www.rightmove.co.uk/estate-agents/agent/Good-Move-244448.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Gordon Gray,Gordon Gray,unknown,,,,,,27 Central Parade Croydon CR0 0JB,CR0 0JB,Croydon,51.3417384,-0.0150094,overpass,node/5999891669,,,node,5999891669,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Greystar,"Greystar, Ten Degrees, Croydon",lettings,,,,02039051755,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Greystar/Ten-Degrees-Croydon-222854.html,https://www.rightmove.co.uk/estate-agents/agent/Greystar/Ten-Degrees-Croydon-222854.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,haart,"haart, Croydon",sales,,,,02038356281,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/haart/Croydon-28964.html,https://www.rightmove.co.uk/estate-agents/agent/haart/Croydon-28964.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,haart,"haart, Croydon - Lettings",sales_and_lettings,,,,02038895935,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/haart/Croydon---Lettings-90368.html,https://www.rightmove.co.uk/estate-agents/agent/haart/Croydon---Lettings-90368.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Haart,Haart,unknown,,,,,,121 South End,,121 South End,51.3638557,-0.0980243,overpass,way/213915756,,,way,213915756,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,haart Estate and Lettings Agents Croydon,haart Estate and Lettings Agents Croydon,sales_and_lettings,https://www.haart.co.uk/branch-finder/croydon-estate-agents/,haart.co.uk,https://www.haart.co.uk/branch-finder/croydon-estate-agents/,02045128361,,"121 S End, Croydon CR0 1BJ, UK",CR0 1BJ,Croydon,51.3638386,-0.0980298,google|otm,ChIJLcZS6ksHdkgRjUVJM-tV19s|https://www.onthemarket.com/agents/branch/haart-estate-agents-croydon/,https://www.onthemarket.com/agents/branch/haart-estate-agents-croydon/,ChIJLcZS6ksHdkgRjUVJM-tV19s,,,100,validated,google,2,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:finance|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Haboodle,"Haboodle, Covering South London",sales,,,,02039741278,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Haboodle/Covering-South-London-257852.html,https://www.rightmove.co.uk/estate-agents/agent/Haboodle/Covering-South-London-257852.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Haboodle,Haboodle - Croydon,sales_and_lettings,https://www.haboodle.co.uk/,haboodle.co.uk,https://www.haboodle.co.uk/,02080221940,,"Airport House, Purley Way, Croydon, London, CR0 0XZ",CR0 0XZ,London,,,otm,https://www.onthemarket.com/agents/branch/haboodle-croydon/,https://www.onthemarket.com/agents/branch/haboodle-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hannah James Estates,Hannah James Estates,unknown,https://www.hannahjamesestates.com/,hannahjamesestates.com,https://www.hannahjamesestates.com/,+442086575599,,19 Limpsfield Road South Croydon CR2 9LA,CR2 9LA,South Croydon,51.3342113,-0.076758,overpass,node/13574404964,,,node,13574404964,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Harman Healy,"Harman Healy, Croydon",sales,,,,02038695632,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Harman-Healy/Croydon-36255.html,https://www.rightmove.co.uk/estate-agents/agent/Harman-Healy/Croydon-36255.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hirsch Estates,"Hirsch Estates, Surrey",property_management,,,,02039083094,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Hirsch-Estates/Surrey-79713.html,https://www.rightmove.co.uk/estate-agents/agent/Hirsch-Estates/Surrey-79713.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hirsch Estates,Hirsch Estates - Croydon,lettings,,,,02080229267,,"Weatherill House, New South Quarter, 23 Whitestone Way, Croydon, Surrey, CR0 4WF",CR0 4WF,Surrey,,,otm,https://www.onthemarket.com/agents/branch/hirsch-estates-croydon/,https://www.onthemarket.com/agents/branch/hirsch-estates-croydon/,,,,100,partial,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hirsch Estates - Property management - London,Hirsch Estates - Property management - London,unknown,https://www.hirschestates.co.uk/,hirschestates.co.uk,https://www.hirschestates.co.uk/,02030020587,,"Weatherill House Business Centre, New South Quarter, New South Quarter, 23 Whitestone Way, Croydon CR0 4WD, UK",CR0 4WD,Croydon,51.374166699999996,-0.1155556,google,ChIJJ9ix4bgHdkgRwkBoY41bgAg,,ChIJJ9ix4bgHdkgRwkBoY41bgAg,,,100,validated,google,1,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:point_of_interest|googleType:service|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,HML,HML,unknown,,,,,,94 Park Lane Croydon CR0 1JB,CR0 1JB,Croydon,51.3686238,-0.0968583,overpass,way/638012041,,,way,638012041,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,HNF Property,"HNF Property, Croydon",sales_and_lettings,,,,02039741138,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/HNF-Property/Croydon-82254.html,https://www.rightmove.co.uk/estate-agents/agent/HNF-Property/Croydon-82254.html,,,,100,unvalidated,rightmove,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,HNF Property Limited,"HNF Property Limited, Croydon",sales_and_lettings,,,,02082649860,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/HNF-Property-Limited/Croydon-287990.html,https://www.rightmove.co.uk/estate-agents/agent/HNF-Property-Limited/Croydon-287990.html,,,,100,unvalidated,rightmove,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Homera Real Estate,"Homera Real Estate, Covering South London",sales,,,,02045720673,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Homera-Real-Estate/Covering-South-London-300572.html,https://www.rightmove.co.uk/estate-agents/agent/Homera-Real-Estate/Covering-South-London-300572.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Horizon Estates,Horizon Estates,unknown,,,,,,76 Southbridge Road Croydon CR0 1AE,CR0 1AE,Croydon,51.3668707,-0.1018046,overpass,node/2273086343,,,node,2273086343,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Huggins Stewart Edwards,Huggins Stewart Edwards,unknown,,,,,,102-104 High Street Croydon CR0 1ND,CR0 1ND,Croydon,51.3701727,-0.1001825,overpass,way/201338071,,,way,201338071,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hyde & Rowe,Hyde & Rowe,unknown,https://www.hydeandrowe.co.uk/,hydeandrowe.co.uk,https://www.hydeandrowe.co.uk/,,,364 Lower Addiscombe Road Croydon CR0 7AF,CR0 7AF,Croydon,51.3833377,-0.0652618,overpass,node/5955648747,,,node,5955648747,100,partial,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hyde & Rowe,Hyde & Rowe,unknown,,,,,,14 Selsdon Road South Croydon,,South Croydon,51.3632049,-0.0975906,overpass,way/213915763,,,way,213915763,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hyde & Rowe,"Hyde & Rowe, Croydon",sales_and_lettings,,,,02039072985,,,,,,,rightmove,https://www.rightmove.co.uk/estate-agents/agent/Hyde-and-Rowe/Croydon-287027.html,https://www.rightmove.co.uk/estate-agents/agent/Hyde-and-Rowe/Croydon-287027.html,,,,100,unvalidated,rightmove,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hyde & Rowe,Hyde & Rowe - South Croydon,sales_and_lettings,,,,02045689224,,"14 Selsdon Road, South Croydon, Surrey, CR2 6PA",CR2 6PA,Surrey,,,otm,https://www.onthemarket.com/agents/branch/hyde-and-rowe-south-croydon/,https://www.onthemarket.com/agents/branch/hyde-and-rowe-south-croydon/,,,,100,partial,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Hyde & Rowe South Croydon,Hyde & Rowe South Croydon,unknown,https://hydeandrowe.co.uk/,hydeandrowe.co.uk,https://hydeandrowe.co.uk/,02086861799,,"14 Selsdon Rd, South Croydon CR2 6PA, UK",CR2 6PA,South Croydon,51.3632372,-0.09754979999999999,google,ChIJZcpqhkwHdkgRPJi0p6sc1Wk,,ChIJZcpqhkwHdkgRPJi0p6sc1Wk,,,100,validated,google,1,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:finance|googleType:consultant|googleType:service|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,iPropertyUK,iPropertyUK - Croydon,sales_and_lettings,,,,02081284217,,"Airport House, Purley Way, Croydon, CR0 0XZ",CR0 0XZ,Croydon,,,otm,https://www.onthemarket.com/agents/branch/ipropertyuk-croydon/,https://www.onthemarket.com/agents/branch/ipropertyuk-croydon/,,,,100,partial,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Jacksons Property Services,Jacksons Property Services,unknown,,,,,,82-84 South End Croydon CR0 1DQ,CR0 1DQ,Croydon,51.3646061,-0.0991851,overpass,way/213915770,,,way,213915770,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Jacksons Property Services,Jacksons Property Services - Croydon,sales_and_lettings,,,,02045169841,,"82-84 South End, Croydon, Surrey, CR0 1DQ",CR0 1DQ,Surrey,,,otm,https://www.onthemarket.com/agents/branch/jacksons-property-services-croydon/,https://www.onthemarket.com/agents/branch/jacksons-property-services-croydon/,,,,100,partial,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,John Brown Mark Youll,John Brown Mark Youll,unknown,,,,,,105 Coulsdon Road Coulsdon CR5 1EH,CR5 1EH,Coulsdon,51.3066197,-0.119071,overpass,way/638284706,,,way,638284706,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,John Dallas,John Dallas,unknown,,,,,,South Croydon,,South Croydon,51.3534026,-0.097564,overpass,node/5805280975,,,node,5805280975,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,John Dallas Estate Agents,John Dallas Estate Agents - South Croydon,sales_and_lettings,http://www.johndallas.co.uk/,johndallas.co.uk,http://www.johndallas.co.uk/,02081150834,,"1 Sanderstead Road, South Croydon, Surrey, CR2 0PE",CR2 0PE,Surrey,,,otm,https://www.onthemarket.com/agents/branch/john-dallas-estate-agents-south-croydon/,https://www.onthemarket.com/agents/branch/john-dallas-estate-agents-south-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Lawson & Stone,Lawson & Stone,unknown,,,,,,41 Chipstead Valley Road Coulsdon CR5 2RB,CR5 2RB,Coulsdon,51.320245,-0.1399747,overpass,way/615279076,,,way,615279076,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Leaders Letting & Estate Agents in Croydon,Leaders Letting & Estate Agents in Croydon,sales_and_lettings,https://www.leaders.co.uk/our-offices/surrey/estate-agents-in-croydon/,leaders.co.uk,https://www.leaders.co.uk/our-offices/surrey/estate-agents-in-croydon/,02086867941,,"312 High St, Croydon CR0 1NG, UK",CR0 1NG,Croydon,51.367806099999996,-0.09926140000000001,google|otm|overpass,ChIJA4IvAEoHdkgRD0t0e2t8Qrc|https://www.onthemarket.com/agents/branch/leaders-croydon/|way/204323394,https://www.onthemarket.com/agents/branch/leaders-croydon/,ChIJA4IvAEoHdkgRD0t0e2t8Qrc,way,204323394,100,validated,google,3,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Leonards of London,Leonards of London,unknown,,,,,,44 Chapel View South Croydon CR2 7LF,CR2 7LF,South Croydon,51.3531886,-0.0606226,overpass,node/5999900165,,,node,5999900165,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Letting Land,Letting Land,unknown,,,,,,42a Brighton Road,,42a Brighton Road,51.3629612,-0.0986005,overpass,way/213915775,,,way,213915775,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Livin Estate Agents,Livin Estate Agents,sales_and_lettings,http://livinestateagents.co.uk/,livinestateagents.co.uk,http://livinestateagents.co.uk/,02080502709,,"Suite 5, AMP house, 4 Dingwall Rd, Croydon CR0 2LX, UK",CR0 2LX,Croydon,51.3751652,-0.0946496,google|otm,ChIJ98-mEyUHdkgRYx8xMvMF3Zk|https://www.onthemarket.com/agents/branch/livin-estate-agents-croydon/,https://www.onthemarket.com/agents/branch/livin-estate-agents-croydon/,ChIJ98-mEyUHdkgRYx8xMvMF3Zk,,,100,validated,google,2,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:point_of_interest|googleType:service|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Mann,Mann - South Croydon,sales,https://www.manncountrywide.co.uk/estate-agents/south-croydon,manncountrywide.co.uk,https://www.manncountrywide.co.uk/estate-agents/south-croydon,02030071416,,"105 South End, Croydon, CR0 1BG",CR0 1BG,Croydon,,,otm,https://www.onthemarket.com/agents/branch/mann-south-croydon/,https://www.onthemarket.com/agents/branch/mann-south-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Mann Countrywide,Mann Countrywide,unknown,,,,,,105 South End,,105 South End,51.3642871,-0.0985022,overpass,way/213915779,,,way,213915779,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Martin & Co,Martin & Co,unknown,,,,,,145 Brighton Road South Croydon CR2 6EF,CR2 6EF,South Croydon,51.3574519,-0.0975325,overpass,node/5799733437,,,node,5799733437,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Martin & Co,Martin & Co,unknown,,,,,,70 Church Road,,70 Church Road,51.4176876,-0.0808316,overpass,way/226373610,,,way,226373610,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Martin & Co Croydon Lettings & Estate Agents,Martin & Co Croydon Lettings & Estate Agents,sales_and_lettings,https://www.martinco.com/estate-agents-and-letting-agents/branch/croydon/,martinco.com,https://www.martinco.com/estate-agents-and-letting-agents/branch/croydon/,02086888565,,"145 Brighton Rd, South Croydon CR2 6EF, UK",CR2 6EF,South Croydon,51.357460499999995,-0.097504,google|otm,ChIJa1V3ik0HdkgR1rSlaUvdCyE|https://www.onthemarket.com/agents/branch/martin-and-co-croydon/,https://www.onthemarket.com/agents/branch/martin-and-co-croydon/,ChIJa1V3ik0HdkgR1rSlaUvdCyE,,,100,validated,google,2,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:consultant|googleType:service|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Maxwell Valentine,Maxwell Valentine,unknown,,,,,,174 Brighton Road Coulsdon CR5 2NE,CR5 2NE,Coulsdon,51.3202544,-0.1390289,overpass,way/610172803,,,way,610172803,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Morris Roberts Nissen Property Management,Morris Roberts Nissen Property Management,unknown,,,,,,143 Cherry Orchard Road Croydon CR0 6BF,CR0 6BF,Croydon,51.379904,-0.0876146,overpass,node/5853956161,,,node,5853956161,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Neighbour - Croydon Estate Agents and Letting Agents,Neighbour - Croydon Estate Agents and Letting Agents,unknown,https://theneighbour.co.uk/,theneighbour.co.uk,https://theneighbour.co.uk/,02081871199,,"33 Lower Addiscombe Rd, Croydon CR0 6PQ, UK",CR0 6PQ,Croydon,51.3806721,-0.0879341,google,ChIJs-7EmJkBdkgROlrwyeAxTDk,,ChIJs-7EmJkBdkgROlrwyeAxTDk,,,100,validated,google,1,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Nelson Estates,Nelson Estates,unknown,https://www.nelsonestatecroydon.co.uk/,nelsonestatecroydon.co.uk,https://www.nelsonestatecroydon.co.uk/,,,331 London Road Croydon CR0 3PA,CR0 3PA,Croydon,51.3850612,-0.1097551,overpass,way/232282163,,,way,232282163,100,partial,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Northwood,Northwood - Croydon,sales_and_lettings,https://www.northwooduk.com/,northwooduk.com,https://www.northwooduk.com/,02036417239,,"125, South End, Croydon, Surrey, CR9 1AR",CR9 1AR,Surrey,,,otm,https://www.onthemarket.com/agents/branch/northwood-croydon/,https://www.onthemarket.com/agents/branch/northwood-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Oaks Estate Agents,Oaks Estate Agents,unknown,https://oaksestateagents.com/estate-agents/addiscombe/,oaksestateagents.com,https://oaksestateagents.com/estate-agents/addiscombe/,02039739700,,"1, Bingham Corner, Lower Addiscombe Rd, Croydon CR0 7AA, UK",CR0 7AA,Croydon,51.379733099999996,-0.073807,google,ChIJrykW04IBdkgRMoD0-9gUO9U,,ChIJrykW04IBdkgRMoD0-9gUO9U,,,100,validated,google,1,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:point_of_interest|googleType:service|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Oliver Gold,Oliver Gold,unknown,,,,,,78 London Road,,78 London Road,51.3797531,-0.10404,overpass,way/223399901,,,way,223399901,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Options,Options,unknown,,,,,,464 London Road,,464 London Road,51.3873038,-0.110772,overpass,way/256099091,,,way,256099091,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Options Estate Agents,Options Estate Agents,sales_and_lettings,http://www.optionsestateagents.com/,optionsestateagents.com,http://www.optionsestateagents.com/,02086892595,,"464 London Rd, Croydon CR0 2SS, UK",CR0 2SS,Croydon,51.3872859,-0.1109242,google|otm,ChIJs1x_MicHdkgR8JXdJnLLPRI|https://www.onthemarket.com/agents/branch/options-estate-agents-uk-croydon/,https://www.onthemarket.com/agents/branch/options-estate-agents-uk-croydon/,ChIJs1x_MicHdkgR8JXdJnLLPRI,,,100,validated,google,2,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Park & Bailey,Park & Bailey,unknown,,,,,,150-152 Brighton Road Coulsdon CR5 2YQ,CR5 2YQ,Coulsdon,51.3207872,-0.1385515,overpass,way/610172801,,,way,610172801,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Paul Meakin,Paul Meakin,unknown,https://paulmeakin.co.uk/,paulmeakin.co.uk,https://paulmeakin.co.uk/,+442086575000,,13 Limpsfield Road South Croydon CR2 9LA,CR2 9LA,South Croydon,51.3343778,-0.076833,overpass,node/13574404961,,,node,13574404961,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Paul O'Shea Homes,"Paul O'Shea Homes - London, Surrey & Kent",sales,http://paul-oshea.co.uk/,paul-oshea.co.uk,http://paul-oshea.co.uk/,02080333557,,"Airport House, Purley Way, Croydon, CR0 0XZ",CR0 0XZ,Croydon,,,otm,https://www.onthemarket.com/agents/branch/paul-oshea-homes-london-surrey-and-kent/,https://www.onthemarket.com/agents/branch/paul-oshea-homes-london-surrey-and-kent/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Pollard Machin,Pollard Machin,unknown,https://www.pollardmachin.co.uk/,pollardmachin.co.uk,https://www.pollardmachin.co.uk/,+442086574466,,45 Limpsfield Road South Croydon CR2 9LA,CR2 9LA,South Croydon,51.3334279,-0.0763434,overpass,node/13574404976,,,node,13574404976,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Portland Estates,Portland Estates,unknown,,,,,,9 St James's Road,,9 St James's Road,51.3833714,-0.1070167,overpass,way/225726583,,,way,225726583,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Prime Relocate,Prime Relocate,unknown,,,,,,131 South End,,131 South End,51.3637148,-0.0978027,overpass,way/213915762,,,way,213915762,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Proctors,Proctors,unknown,,,,,,285-287 Wickham Road Croydon CR0 8TJ,CR0 8TJ,Croydon,51.3755121,-0.0458894,overpass,node/5959453030,,,node,5959453030,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Purplebricks,Purplebricks - Covering Croydon,sales_and_lettings,https://www.purplebricks.co.uk/,purplebricks.co.uk,https://www.purplebricks.co.uk/,02046454590,,"Croydon, CR0",,Croydon,,,otm,https://www.onthemarket.com/agents/branch/purplebricks-covering-croydon/|https://www.onthemarket.com/agents/branch/purplebricks-covering-croydon-lettings/,https://www.onthemarket.com/agents/branch/purplebricks-covering-croydon/|https://www.onthemarket.com/agents/branch/purplebricks-covering-croydon-lettings/,,,,100,validated,otm,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,S Stone Management,S Stone Management - Croydon,lettings,https://www.sstonemanagementltd.co.uk/,sstonemanagementltd.co.uk,https://www.sstonemanagementltd.co.uk/,02081394689,,"81-85 Station Road, Croydon , CR0 2RD",CR0 2RD,Croydon,,,otm,https://www.onthemarket.com/agents/branch/s-stone-management-croydon/,https://www.onthemarket.com/agents/branch/s-stone-management-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Shinerocks,Shinerocks,unknown,https://www.shinerocks.co.uk/,shinerocks.co.uk,https://www.shinerocks.co.uk/,+442086602010,,4 Russell Parade Purley CR8 2LE,CR8 2LE,Purley,51.3391604,-0.1175517,overpass,node/3569322793,,,node,3569322793,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Singletons,Singletons,unknown,,,,,,94 South End Croydon CR0 1DQ,CR0 1DQ,Croydon,51.3644221,-0.0989817,overpass,way/213915800,,,way,213915800,100,unvalidated,overpass,1,
